Order_ID,Order_Date,Product,Quantity,Sale_Price,Cost_Price,Month,Year,Profit,Profit_Margin
ORD-1667,2023-09-14,Laptop,2,2000.0,21521,9,2023,-19521.0,-976.05
ORD-1668,2023-03-19,Shirt,1,50000.0,28768,3,2023,21232.0,42.46
ORD-1670,2023-06-24,Shirt,1,2000.0,38206,6,2023,-36206.0,-1810.3
ORD-1671,2024-05-12,Mobile,1,2000.0,5427,5,2024,-3427.0,-171.35
ORD-1672,2023-07-13,Shirt,2,2000.0,6556,7,2023,-4556.0,-227.8
ORD-1673,2024-04-20,Shoes,3,2000.0,19772,4,2024,-17772.0,-888.6
ORD-1674,2023-04-23,Shoes,3,50000.0,29063,4,2023,20937.0,41.87
ORD-1675,2023-04-24,Shoes,2,50000.0,23709,4,2023,26291.0,52.58
ORD-1676,2023-08-10,Shoes,2,30000.0,16319,8,2023,13681.0,45.6
ORD-1677,2023-06-15,Laptop,1,50000.0,6383,6,2023,43617.0,87.23
ORD-1678,2024-03-10,Laptop,1,30000.0,2233,3,2024,27767.0,92.56
ORD-1680,2023-05-12,Shirt,2,50000.0,25713,5,2023,24287.0,48.57
ORD-1681,2024-01-20,Shoes,2,30000.0,15789,1,2024,14211.0,47.37
ORD-1682,2023-09-21,Mobile,2,2000.0,3930,9,2023,-1930.0,-96.5
ORD-1684,2023-02-24,Shirt,1,30000.0,13374,2,2023,16626.0,55.42
ORD-1686,2023-05-11,Shirt,2,2000.0,19523,5,2023,-17523.0,-876.15
ORD-1687,2023-10-15,Shoes,3,2000.0,25783,10,2023,-23783.0,-1189.15
ORD-1688,2023-09-23,Mobile,1,30000.0,16563,9,2023,13437.0,44.79
ORD-1689,2024-04-02,Shoes,2,30000.0,11042,4,2024,18958.0,63.19
ORD-1690,2024-04-11,Mobile,3,2000.0,23820,4,2024,-21820.0,-1091.0
ORD-1691,2024-01-01,Mobile,3,30000.0,32252,1,2024,-2252.0,-7.51
ORD-1692,2023-06-11,Shirt,1,2000.0,3208,6,2023,-1208.0,-60.4
ORD-1693,2024-01-15,Mobile,1,50000.0,14796,1,2024,35204.0,70.41
ORD-1694,2024-04-25,Laptop,1,30000.0,39390,4,2024,-9390.0,-31.3
ORD-1696,2023-02-24,Laptop,2,2000.0,23670,2,2023,-21670.0,-1083.5
ORD-1697,2024-04-20,Shirt,1,50000.0,25320,4,2024,24680.0,49.36
ORD-1698,2023-10-15,Laptop,2,30000.0,21074,10,2023,8926.0,29.75
ORD-1699,2023-06-27,Shirt,2,2000.0,28931,6,2023,-26931.0,-1346.55
ORD-1700,2024-01-26,Shirt,3,50000.0,19993,1,2024,30007.0,60.01
ORD-1701,2023-12-15,Laptop,1,30000.0,33991,12,2023,-3991.0,-13.3
ORD-1702,2023-01-08,Mobile,1,2000.0,16003,1,2023,-14003.0,-700.15
ORD-1703,2023-11-17,Shoes,1,2000.0,15743,11,2023,-13743.0,-687.15
ORD-1704,2023-11-09,Shirt,2,2000.0,15007,11,2023,-13007.0,-650.35
ORD-1705,2023-09-04,Laptop,2,30000.0,25300,9,2023,4700.0,15.67
ORD-1706,2023-11-19,Shirt,1,50000.0,17175,11,2023,32825.0,65.65
ORD-1707,2024-04-16,Mobile,2,2000.0,6973,4,2024,-4973.0,-248.65
ORD-1708,2024-04-15,Mobile,2,50000.0,10703,4,2024,39297.0,78.59
ORD-1709,2024-03-18,Laptop,1,50000.0,33313,3,2024,16687.0,33.37
ORD-1711,2023-11-24,Shoes,1,50000.0,30176,11,2023,19824.0,39.65
ORD-1712,2023-02-23,Shoes,1,50000.0,24280,2,2023,25720.0,51.44
ORD-1713,2023-09-06,Shirt,1,50000.0,24867,9,2023,25133.0,50.27
ORD-1714,2023-08-27,Shirt,2,50000.0,22845,8,2023,27155.0,54.31
ORD-1715,2023-08-17,Shirt,2,50000.0,17241,8,2023,32759.0,65.52
ORD-1716,2023-03-08,Laptop,3,30000.0,36055,3,2023,-6055.0,-20.18
ORD-1718,2023-04-07,Shoes,1,2000.0,11209,4,2023,-9209.0,-460.45
ORD-1721,2023-09-21,Shirt,3,2000.0,36302,9,2023,-34302.0,-1715.1
ORD-1722,2024-02-22,Mobile,2,50000.0,12004,2,2024,37996.0,75.99
ORD-1723,2023-10-18,Shirt,1,2000.0,31587,10,2023,-29587.0,-1479.35
ORD-1724,2023-04-06,Laptop,1,50000.0,34390,4,2023,15610.0,31.22
ORD-1725,2023-03-29,Laptop,1,2000.0,29400,3,2023,-27400.0,-1370.0
ORD-1726,2023-03-19,Mobile,2,30000.0,11975,3,2023,18025.0,60.08
ORD-1728,2023-04-30,Shoes,3,50000.0,7876,4,2023,42124.0,84.25
ORD-1730,2024-05-05,Laptop,1,50000.0,26239,5,2024,23761.0,47.52
ORD-1731,2024-02-04,Laptop,1,2000.0,21378,2,2024,-19378.0,-968.9
ORD-1732,2024-03-27,Shoes,3,2000.0,27568,3,2024,-25568.0,-1278.4
ORD-1733,2024-05-14,Shirt,1,2000.0,32510,5,2024,-30510.0,-1525.5
ORD-1734,2023-06-14,Laptop,1,30000.0,36462,6,2023,-6462.0,-21.54
ORD-1735,2023-07-01,Mobile,1,2000.0,21688,7,2023,-19688.0,-984.4
ORD-1736,2024-04-13,Shoes,3,2000.0,22796,4,2024,-20796.0,-1039.8
ORD-1737,2024-02-02,Mobile,1,30000.0,31796,2,2024,-1796.0,-5.99
ORD-1740,2024-03-07,Laptop,3,50000.0,25401,3,2024,24599.0,49.2
ORD-1742,2023-01-07,Mobile,1,50000.0,34680,1,2023,15320.0,30.64
ORD-1743,2023-11-26,Mobile,3,50000.0,24826,11,2023,25174.0,50.35
ORD-1746,2023-05-31,Shirt,3,30000.0,11663,5,2023,18337.0,61.12
ORD-1747,2023-03-26,Laptop,3,50000.0,14967,3,2023,35033.0,70.07
ORD-1750,2024-01-16,Laptop,1,30000.0,21417,1,2024,8583.0,28.61
ORD-1752,2023-02-05,Shirt,3,2000.0,38610,2,2023,-36610.0,-1830.5
ORD-1753,2023-10-12,Shoes,3,2000.0,22925,10,2023,-20925.0,-1046.25
ORD-1754,2023-07-07,Shoes,3,50000.0,31002,7,2023,18998.0,38.0
ORD-1755,2023-03-23,Laptop,3,30000.0,37795,3,2023,-7795.0,-25.98
ORD-1757,2024-01-20,Shirt,3,50000.0,1260,1,2024,48740.0,97.48
ORD-1759,2023-07-16,Shoes,3,2000.0,37978,7,2023,-35978.0,-1798.9
ORD-1763,2024-01-21,Mobile,3,2000.0,3921,1,2024,-1921.0,-96.05
ORD-1764,2023-07-14,Shirt,2,2000.0,4888,7,2023,-2888.0,-144.4
ORD-1765,2024-04-15,Laptop,1,30000.0,1177,4,2024,28823.0,96.08
ORD-1766,2023-04-29,Laptop,3,2000.0,8426,4,2023,-6426.0,-321.3
ORD-1767,2024-01-31,Shirt,1,50000.0,5495,1,2024,44505.0,89.01
ORD-1769,2023-09-18,Shirt,1,2000.0,11047,9,2023,-9047.0,-452.35
ORD-1770,2023-10-20,Shoes,2,50000.0,19039,10,2023,30961.0,61.92
ORD-1771,2024-02-26,Laptop,2,2000.0,36301,2,2024,-34301.0,-1715.05
ORD-1773,2023-08-10,Shirt,3,50000.0,21745,8,2023,28255.0,56.51
ORD-1774,2024-01-28,Laptop,3,2000.0,12353,1,2024,-10353.0,-517.65
ORD-1775,2023-08-14,Shoes,2,2000.0,26080,8,2023,-24080.0,-1204.0
ORD-1776,2023-02-22,Shoes,1,50000.0,19788,2,2023,30212.0,60.42
ORD-1777,2024-03-03,Mobile,3,30000.0,35969,3,2024,-5969.0,-19.9
ORD-1778,2023-12-21,Laptop,2,50000.0,6659,12,2023,43341.0,86.68
ORD-1779,2024-05-14,Shoes,1,50000.0,34921,5,2024,15079.0,30.16
ORD-1780,2023-12-08,Shoes,1,50000.0,5161,12,2023,44839.0,89.68
ORD-1781,2023-12-30,Mobile,1,50000.0,16503,12,2023,33497.0,66.99
ORD-1782,2023-10-07,Shoes,1,2000.0,28003,10,2023,-26003.0,-1300.15
ORD-1783,2023-03-22,Shoes,2,50000.0,25982,3,2023,24018.0,48.04
ORD-1784,2023-07-21,Shoes,1,50000.0,4478,7,2023,45522.0,91.04
ORD-1786,2023-04-30,Shoes,3,2000.0,36129,4,2023,-34129.0,-1706.45
ORD-1788,2024-05-08,Laptop,3,2000.0,11160,5,2024,-9160.0,-458.0
ORD-1789,2023-08-03,Laptop,3,30000.0,36214,8,2023,-6214.0,-20.71
ORD-1790,2023-05-08,Mobile,1,30000.0,12931,5,2023,17069.0,56.9
ORD-1791,2023-08-12,Shirt,1,2000.0,32170,8,2023,-30170.0,-1508.5
ORD-1792,2023-07-28,Laptop,1,30000.0,32190,7,2023,-2190.0,-7.3
ORD-1793,2024-01-05,Mobile,1,30000.0,8601,1,2024,21399.0,71.33
ORD-1794,2023-04-25,Shoes,3,2000.0,38819,4,2023,-36819.0,-1840.95
ORD-1795,2023-07-28,Shoes,1,50000.0,4517,7,2023,45483.0,90.97
ORD-1797,2023-01-09,Shoes,2,2000.0,19759,1,2023,-17759.0,-887.95
ORD-1798,2023-02-09,Shoes,1,2000.0,8850,2,2023,-6850.0,-342.5
ORD-1799,2024-03-25,Shirt,1,2000.0,7744,3,2024,-5744.0,-287.2
ORD-1801,2023-10-08,Laptop,1,2000.0,7248,10,2023,-5248.0,-262.4
ORD-1804,2023-09-03,Shirt,3,30000.0,14417,9,2023,15583.0,51.94
ORD-1805,2023-10-05,Shoes,3,50000.0,26305,10,2023,23695.0,47.39
ORD-1806,2023-08-23,Mobile,1,30000.0,37735,8,2023,-7735.0,-25.78
ORD-1807,2024-05-08,Laptop,3,2000.0,38719,5,2024,-36719.0,-1835.95
ORD-1808,2023-01-04,Shoes,1,2000.0,5002,1,2023,-3002.0,-150.1
ORD-1810,2024-03-17,Shoes,3,30000.0,27149,3,2024,2851.0,9.5
ORD-1812,2023-04-19,Shirt,2,30000.0,30458,4,2023,-458.0,-1.53
ORD-1813,2023-04-08,Shoes,1,30000.0,34453,4,2023,-4453.0,-14.84
ORD-1814,2023-08-03,Laptop,1,30000.0,21272,8,2023,8728.0,29.09
ORD-1815,2023-10-20,Shirt,2,30000.0,18352,10,2023,11648.0,38.83
ORD-1816,2023-03-16,Laptop,1,30000.0,3033,3,2023,26967.0,89.89
ORD-1817,2023-11-22,Mobile,1,50000.0,22645,11,2023,27355.0,54.71
ORD-1818,2023-05-26,Shoes,2,2000.0,26343,5,2023,-24343.0,-1217.15
ORD-1819,2023-05-08,Laptop,2,30000.0,1645,5,2023,28355.0,94.52
ORD-1820,2023-12-07,Mobile,2,30000.0,32775,12,2023,-2775.0,-9.25
ORD-1822,2023-12-22,Mobile,1,2000.0,9112,12,2023,-7112.0,-355.6
ORD-1823,2023-02-10,Laptop,1,2000.0,10271,2,2023,-8271.0,-413.55
ORD-1824,2024-02-26,Mobile,1,2000.0,26212,2,2024,-24212.0,-1210.6
ORD-1825,2023-02-03,Shirt,3,30000.0,11292,2,2023,18708.0,62.36
ORD-1827,2023-06-14,Mobile,3,2000.0,39354,6,2023,-37354.0,-1867.7
ORD-1829,2024-04-30,Shoes,1,50000.0,30475,4,2024,19525.0,39.05
ORD-1830,2024-01-13,Shirt,1,50000.0,1868,1,2024,48132.0,96.26
ORD-1832,2023-03-28,Shirt,1,30000.0,9213,3,2023,20787.0,69.29
ORD-1833,2023-04-27,Shoes,1,2000.0,23739,4,2023,-21739.0,-1086.95
ORD-1834,2023-12-28,Mobile,1,50000.0,2903,12,2023,47097.0,94.19
ORD-1835,2023-12-08,Mobile,2,50000.0,36344,12,2023,13656.0,27.31
ORD-1837,2023-01-27,Shirt,1,30000.0,21998,1,2023,8002.0,26.67
ORD-1843,2023-04-08,Laptop,3,30000.0,25862,4,2023,4138.0,13.79
ORD-1845,2023-08-25,Laptop,1,30000.0,12510,8,2023,17490.0,58.3
ORD-1846,2023-11-05,Shirt,1,2000.0,35691,11,2023,-33691.0,-1684.55
ORD-1847,2024-03-30,Laptop,2,2000.0,14402,3,2024,-12402.0,-620.1
ORD-1848,2024-01-29,Shirt,1,2000.0,7455,1,2024,-5455.0,-272.75
ORD-1849,2023-06-22,Laptop,1,2000.0,3773,6,2023,-1773.0,-88.65
ORD-1850,2024-02-05,Mobile,1,50000.0,28377,2,2024,21623.0,43.25
ORD-1851,2024-02-14,Mobile,1,30000.0,10776,2,2024,19224.0,64.08
ORD-1852,2024-04-13,Laptop,1,2000.0,33059,4,2024,-31059.0,-1552.95
ORD-1853,2024-04-20,Shoes,2,50000.0,30405,4,2024,19595.0,39.19
ORD-1854,2023-07-09,Mobile,1,30000.0,1143,7,2023,28857.0,96.19
ORD-1855,2023-05-02,Shirt,3,50000.0,26698,5,2023,23302.0,46.6
ORD-1856,2023-02-15,Laptop,2,50000.0,18083,2,2023,31917.0,63.83
ORD-1858,2023-05-10,Shoes,2,50000.0,34038,5,2023,15962.0,31.92
ORD-1859,2023-11-06,Laptop,1,50000.0,2007,11,2023,47993.0,95.99
ORD-1860,2023-12-29,Mobile,1,30000.0,28419,12,2023,1581.0,5.27
ORD-1861,2023-07-12,Shirt,3,50000.0,11174,7,2023,38826.0,77.65
ORD-1863,2023-06-30,Mobile,1,2000.0,8203,6,2023,-6203.0,-310.15
ORD-1864,2023-10-19,Laptop,2,2000.0,37492,10,2023,-35492.0,-1774.6
ORD-1865,2024-01-06,Shirt,1,30000.0,29989,1,2024,11.0,0.04
ORD-1866,2023-10-09,Shoes,1,30000.0,28331,10,2023,1669.0,5.56
ORD-1867,2023-01-29,Mobile,3,50000.0,23983,1,2023,26017.0,52.03
ORD-1868,2023-05-29,Laptop,3,30000.0,30735,5,2023,-735.0,-2.45
ORD-1869,2023-09-24,Laptop,1,50000.0,21893,9,2023,28107.0,56.21
ORD-1870,2023-10-23,Shoes,1,30000.0,16739,10,2023,13261.0,44.2
ORD-1871,2023-01-11,Laptop,2,2000.0,30917,1,2023,-28917.0,-1445.85
ORD-1872,2023-06-13,Mobile,1,2000.0,21704,6,2023,-19704.0,-985.2
ORD-1873,2023-04-23,Laptop,2,2000.0,31152,4,2023,-29152.0,-1457.6
ORD-1874,2023-07-06,Shirt,3,2000.0,39240,7,2023,-37240.0,-1862.0
ORD-1875,2023-10-22,Shirt,1,50000.0,8206,10,2023,41794.0,83.59
ORD-1876,2023-08-20,Mobile,3,50000.0,24256,8,2023,25744.0,51.49
ORD-1877,2023-08-15,Shirt,2,50000.0,25307,8,2023,24693.0,49.39
ORD-1878,2023-11-06,Shoes,2,2000.0,5716,11,2023,-3716.0,-185.8
ORD-1880,2023-02-24,Mobile,1,2000.0,19920,2,2023,-17920.0,-896.0
ORD-1881,2023-04-21,Shoes,1,2000.0,38871,4,2023,-36871.0,-1843.55
ORD-1884,2024-02-10,Mobile,2,30000.0,14587,2,2024,15413.0,51.38
ORD-1885,2023-03-10,Mobile,3,2000.0,2195,3,2023,-195.0,-9.75
ORD-1887,2023-10-16,Laptop,1,30000.0,23438,10,2023,6562.0,21.87
ORD-1890,2023-08-27,Shoes,1,30000.0,22143,8,2023,7857.0,26.19
ORD-1891,2023-05-28,Mobile,3,2000.0,14696,5,2023,-12696.0,-634.8
ORD-1892,2024-04-11,Laptop,2,30000.0,8564,4,2024,21436.0,71.45
ORD-1893,2023-08-15,Laptop,2,2000.0,4637,8,2023,-2637.0,-131.85
ORD-1895,2024-05-05,Shirt,2,30000.0,18790,5,2024,11210.0,37.37
ORD-1896,2023-12-03,Laptop,3,50000.0,29159,12,2023,20841.0,41.68
ORD-1898,2023-12-31,Shirt,2,30000.0,35345,12,2023,-5345.0,-17.82
ORD-1900,2024-04-26,Shirt,3,30000.0,13568,4,2024,16432.0,54.77
ORD-1901,2023-07-20,Mobile,1,2000.0,29003,7,2023,-27003.0,-1350.15
ORD-1902,2023-06-03,Shoes,3,50000.0,6311,6,2023,43689.0,87.38
ORD-1904,2023-03-14,Mobile,1,50000.0,18191,3,2023,31809.0,63.62
ORD-1905,2023-07-20,Shoes,3,2000.0,21908,7,2023,-19908.0,-995.4
ORD-1906,2023-10-23,Shirt,3,30000.0,2415,10,2023,27585.0,91.95
ORD-1907,2023-01-17,Laptop,1,50000.0,19833,1,2023,30167.0,60.33
ORD-1908,2023-05-09,Laptop,3,30000.0,16406,5,2023,13594.0,45.31
ORD-1909,2023-08-05,Mobile,1,2000.0,30336,8,2023,-28336.0,-1416.8
ORD-1911,2024-03-02,Shoes,2,2000.0,37264,3,2024,-35264.0,-1763.2
ORD-1912,2023-04-14,Shoes,1,50000.0,12780,4,2023,37220.0,74.44
ORD-1913,2023-02-11,Laptop,1,50000.0,13221,2,2023,36779.0,73.56
ORD-1914,2023-01-25,Shoes,1,50000.0,22116,1,2023,27884.0,55.77
ORD-1915,2023-02-08,Laptop,3,30000.0,15422,2,2023,14578.0,48.59
ORD-1917,2023-05-11,Shoes,1,50000.0,6416,5,2023,43584.0,87.17
ORD-1918,2024-05-12,Shirt,1,50000.0,16251,5,2024,33749.0,67.5
ORD-1919,2023-08-17,Shoes,1,50000.0,28074,8,2023,21926.0,43.85
ORD-1920,2023-04-18,Laptop,3,2000.0,13164,4,2023,-11164.0,-558.2
ORD-1921,2023-06-21,Mobile,2,50000.0,3468,6,2023,46532.0,93.06
ORD-1922,2024-03-10,Laptop,3,2000.0,3027,3,2024,-1027.0,-51.35
ORD-1923,2024-04-22,Shoes,1,50000.0,24555,4,2024,25445.0,50.89
ORD-1924,2023-04-12,Laptop,3,2000.0,12944,4,2023,-10944.0,-547.2
ORD-1925,2023-12-20,Laptop,1,30000.0,1315,12,2023,28685.0,95.62
ORD-1926,2023-01-12,Mobile,1,30000.0,15133,1,2023,14867.0,49.56
ORD-1927,2023-10-02,Shirt,1,2000.0,37757,10,2023,-35757.0,-1787.85
ORD-1930,2024-03-18,Shirt,1,2000.0,5757,3,2024,-3757.0,-187.85
ORD-1931,2023-11-01,Laptop,1,30000.0,30967,11,2023,-967.0,-3.22
ORD-1932,2024-03-20,Shirt,2,2000.0,26795,3,2024,-24795.0,-1239.75
ORD-1934,2023-11-26,Laptop,3,2000.0,34835,11,2023,-32835.0,-1641.75
ORD-1935,2023-02-26,Mobile,3,30000.0,32461,2,2023,-2461.0,-8.2
ORD-1938,2023-10-30,Shirt,1,50000.0,27361,10,2023,22639.0,45.28
ORD-1939,2023-01-12,Shirt,1,50000.0,1711,1,2023,48289.0,96.58
ORD-1942,2023-08-04,Laptop,1,2000.0,8924,8,2023,-6924.0,-346.2
ORD-1943,2023-12-05,Mobile,2,30000.0,16549,12,2023,13451.0,44.84
ORD-1945,2024-04-23,Mobile,3,30000.0,3560,4,2024,26440.0,88.13
ORD-1947,2023-03-22,Mobile,2,30000.0,20944,3,2023,9056.0,30.19
ORD-1948,2023-08-03,Shirt,1,50000.0,3177,8,2023,46823.0,93.65
ORD-1950,2024-01-09,Shirt,1,2000.0,36846,1,2024,-34846.0,-1742.3
ORD-1951,2024-04-08,Shoes,2,30000.0,28475,4,2024,1525.0,5.08
ORD-1953,2023-07-19,Shirt,1,50000.0,22416,7,2023,27584.0,55.17
ORD-1954,2023-01-25,Laptop,3,50000.0,15120,1,2023,34880.0,69.76
ORD-1955,2024-04-10,Mobile,2,50000.0,3948,4,2024,46052.0,92.1
ORD-1956,2023-03-30,Shoes,3,50000.0,3520,3,2023,46480.0,92.96
ORD-1958,2023-05-23,Mobile,1,2000.0,27961,5,2023,-25961.0,-1298.05
ORD-1959,2023-02-28,Shoes,3,30000.0,14336,2,2023,15664.0,52.21
ORD-1960,2024-02-14,Shoes,3,2000.0,15020,2,2024,-13020.0,-651.0
ORD-1961,2024-05-03,Shoes,3,30000.0,28280,5,2024,1720.0,5.73
ORD-1962,2023-12-31,Mobile,1,2000.0,17746,12,2023,-15746.0,-787.3
ORD-1965,2023-10-15,Laptop,1,30000.0,13836,10,2023,16164.0,53.88
ORD-1967,2023-01-16,Mobile,1,30000.0,5358,1,2023,24642.0,82.14
ORD-1968,2023-07-18,Shirt,3,2000.0,12339,7,2023,-10339.0,-516.95
ORD-1971,2023-10-09,Shoes,1,30000.0,18259,10,2023,11741.0,39.14
ORD-1972,2024-04-13,Shoes,3,30000.0,8129,4,2024,21871.0,72.9
ORD-1973,2023-03-27,Mobile,1,30000.0,12211,3,2023,17789.0,59.3
ORD-1974,2023-09-07,Mobile,1,30000.0,31197,9,2023,-1197.0,-3.99
ORD-1975,2024-01-26,Mobile,1,50000.0,16628,1,2024,33372.0,66.74
ORD-1976,2023-09-27,Laptop,1,30000.0,27300,9,2023,2700.0,9.0
ORD-1977,2023-12-01,Mobile,1,50000.0,18512,12,2023,31488.0,62.98
ORD-1978,2023-04-27,Laptop,1,2000.0,21945,4,2023,-19945.0,-997.25
ORD-1979,2023-01-07,Shoes,1,30000.0,34787,1,2023,-4787.0,-15.96
ORD-1980,2023-05-17,Shirt,1,50000.0,22408,5,2023,27592.0,55.18
ORD-1981,2024-01-06,Shoes,1,50000.0,21311,1,2024,28689.0,57.38
ORD-1982,2023-06-25,Shoes,1,50000.0,36609,6,2023,13391.0,26.78
ORD-1984,2024-05-12,Mobile,1,50000.0,39245,5,2024,10755.0,21.51
ORD-1985,2023-11-11,Mobile,1,30000.0,18610,11,2023,11390.0,37.97
ORD-1986,2023-08-03,Mobile,1,30000.0,29952,8,2023,48.0,0.16
ORD-1987,2024-04-21,Shirt,1,30000.0,14568,4,2024,15432.0,51.44
ORD-1988,2023-03-23,Mobile,1,50000.0,25899,3,2023,24101.0,48.2
ORD-1989,2023-08-11,Laptop,3,50000.0,13002,8,2023,36998.0,74.0
ORD-1991,2024-01-07,Shirt,3,2000.0,19069,1,2024,-17069.0,-853.45
ORD-1993,2024-04-27,Shirt,1,30000.0,20328,4,2024,9672.0,32.24
ORD-1994,2024-02-06,Shirt,3,30000.0,18711,2,2024,11289.0,37.63
ORD-1995,2024-03-18,Shirt,1,30000.0,6906,3,2024,23094.0,76.98
ORD-1997,2023-04-13,Shoes,2,30000.0,18813,4,2023,11187.0,37.29
ORD-1998,2023-09-30,Shirt,1,30000.0,10153,9,2023,19847.0,66.16
ORD-1999,2023-01-14,Shoes,2,30000.0,32679,1,2023,-2679.0,-8.93
ORD-2000,2023-06-08,Mobile,1,50000.0,30588,6,2023,19412.0,38.82
ORD-2001,2023-06-01,Shirt,1,2000.0,24770,6,2023,-22770.0,-1138.5
ORD-2002,2024-04-27,Shirt,1,50000.0,19852,4,2024,30148.0,60.3
ORD-2003,2023-04-18,Shoes,2,50000.0,20612,4,2023,29388.0,58.78
ORD-2004,2023-07-07,Shirt,2,2000.0,31907,7,2023,-29907.0,-1495.35
ORD-2005,2023-10-28,Shirt,2,2000.0,31171,10,2023,-29171.0,-1458.55
ORD-2007,2023-05-11,Laptop,2,2000.0,4966,5,2023,-2966.0,-148.3
ORD-2010,2024-02-28,Laptop,3,50000.0,35018,2,2024,14982.0,29.96
ORD-2011,2024-04-18,Mobile,3,30000.0,5688,4,2024,24312.0,81.04
ORD-2012,2023-07-02,Shirt,2,50000.0,21457,7,2023,28543.0,57.09
ORD-2013,2024-04-15,Mobile,2,50000.0,37555,4,2024,12445.0,24.89
ORD-2014,2023-12-30,Shoes,2,2000.0,32379,12,2023,-30379.0,-1518.95
ORD-2015,2023-02-08,Mobile,2,2000.0,11470,2,2023,-9470.0,-473.5
ORD-2019,2023-01-04,Shoes,2,2000.0,23077,1,2023,-21077.0,-1053.85
ORD-2022,2024-02-13,Mobile,2,2000.0,15735,2,2024,-13735.0,-686.75
ORD-2023,2024-02-01,Shirt,1,30000.0,4032,2,2024,25968.0,86.56
ORD-2024,2023-07-29,Shirt,1,50000.0,37671,7,2023,12329.0,24.66
ORD-2025,2023-06-10,Mobile,2,2000.0,30897,6,2023,-28897.0,-1444.85
ORD-2027,2024-05-07,Shirt,2,50000.0,37438,5,2024,12562.0,25.12
ORD-2028,2024-03-01,Shoes,2,2000.0,22278,3,2024,-20278.0,-1013.9
ORD-2029,2023-04-18,Shoes,3,50000.0,22902,4,2023,27098.0,54.2
ORD-2030,2024-01-17,Mobile,1,50000.0,37091,1,2024,12909.0,25.82
ORD-2031,2024-03-25,Shirt,1,30000.0,8120,3,2024,21880.0,72.93
ORD-2033,2023-08-15,Laptop,1,2000.0,33867,8,2023,-31867.0,-1593.35
ORD-2035,2023-02-03,Laptop,1,30000.0,37424,2,2023,-7424.0,-24.75
ORD-2036,2024-02-18,Mobile,3,30000.0,7786,2,2024,22214.0,74.05
ORD-2037,2023-09-08,Shirt,1,2000.0,34461,9,2023,-32461.0,-1623.05
ORD-2038,2023-09-04,Mobile,1,2000.0,22185,9,2023,-20185.0,-1009.25
ORD-2039,2023-09-26,Mobile,2,30000.0,32190,9,2023,-2190.0,-7.3
ORD-2040,2023-05-21,Mobile,1,2000.0,4709,5,2023,-2709.0,-135.45
ORD-2041,2023-10-01,Mobile,1,50000.0,20154,10,2023,29846.0,59.69
ORD-2042,2024-02-20,Mobile,3,50000.0,21859,2,2024,28141.0,56.28
ORD-2043,2023-04-06,Shirt,2,30000.0,5209,4,2023,24791.0,82.64
ORD-2045,2024-01-14,Shirt,3,2000.0,15846,1,2024,-13846.0,-692.3
ORD-2046,2023-02-08,Shirt,1,2000.0,19003,2,2023,-17003.0,-850.15
ORD-2047,2023-10-29,Shirt,1,50000.0,26426,10,2023,23574.0,47.15
ORD-2048,2024-05-14,Shoes,1,2000.0,26551,5,2024,-24551.0,-1227.55
ORD-2050,2024-03-21,Shirt,3,2000.0,13380,3,2024,-11380.0,-569.0
ORD-2051,2024-05-11,Laptop,1,2000.0,10707,5,2024,-8707.0,-435.35
ORD-2052,2024-04-21,Shirt,3,50000.0,25379,4,2024,24621.0,49.24
ORD-2053,2023-11-14,Mobile,2,2000.0,26068,11,2023,-24068.0,-1203.4
ORD-2054,2023-09-02,Shoes,3,30000.0,7906,9,2023,22094.0,73.65
ORD-2055,2023-08-24,Shoes,1,30000.0,16895,8,2023,13105.0,43.68
ORD-2060,2023-08-27,Mobile,3,50000.0,8348,8,2023,41652.0,83.3
ORD-2061,2024-01-12,Shirt,1,2000.0,1575,1,2024,425.0,21.25
ORD-2062,2023-09-23,Shirt,2,50000.0,16748,9,2023,33252.0,66.5
ORD-2064,2024-02-13,Shoes,1,2000.0,26391,2,2024,-24391.0,-1219.55
ORD-2065,2023-12-25,Mobile,1,30000.0,23407,12,2023,6593.0,21.98
ORD-2066,2023-12-06,Laptop,1,50000.0,10154,12,2023,39846.0,79.69
ORD-2067,2024-01-24,Shoes,1,2000.0,22555,1,2024,-20555.0,-1027.75
ORD-2068,2023-03-06,Shoes,3,30000.0,27623,3,2023,2377.0,7.92
ORD-2069,2024-04-22,Shoes,3,30000.0,39177,4,2024,-9177.0,-30.59
ORD-2071,2023-01-03,Mobile,1,30000.0,21244,1,2023,8756.0,29.19
ORD-2072,2024-03-04,Shirt,3,30000.0,28927,3,2024,1073.0,3.58
ORD-2074,2024-01-11,Laptop,2,2000.0,18265,1,2024,-16265.0,-813.25
ORD-2075,2023-06-07,Shoes,1,2000.0,7909,6,2023,-5909.0,-295.45
ORD-2077,2023-11-20,Mobile,2,50000.0,15236,11,2023,34764.0,69.53
ORD-2079,2024-03-21,Laptop,3,2000.0,27125,3,2024,-25125.0,-1256.25
ORD-2080,2023-10-20,Laptop,1,50000.0,11929,10,2023,38071.0,76.14
ORD-2082,2024-03-07,Shirt,3,2000.0,16319,3,2024,-14319.0,-715.95
ORD-2083,2023-07-12,Laptop,1,2000.0,36584,7,2023,-34584.0,-1729.2
ORD-2084,2024-03-12,Laptop,3,2000.0,7411,3,2024,-5411.0,-270.55
ORD-2085,2024-05-08,Mobile,1,30000.0,32602,5,2024,-2602.0,-8.67
